GenID  BG20_STAND_BLUE   BG20_KRN_BLUE   BG20_EL_BLUE   BG20_EW_BLUE   BG20_SOL_BLUE   BG20_TP_BLUE   BG20_CUR_BLUE   BG20_TPF_BLUE   BG20_STAND_BLUP   BG20_KRN_BLUP   BG20_EL_BLUP   BG20_EW_BLUP   BG20_SOL_BLUP   BG20_TP_BLUP   BG20_CUR_BLUP   BG20_TPF_BLUP 
C052 92.6314007034025 15.747996021435 13.5926345851256 3.67968143551882 0.957622810364067 73.1480561249369 8.83653322230161 0.974850512990995 91.6446438511848 15.7005949950904 13.3066122876767 3.67082273394585 0.951499107475651 75.4057198623647 14.9789469114691 0.963930354702829
C053 91.2360533215397 14.7479807251484 12.9221545672444 3.51064619778345 0.947122240585442 82.9256038053267 11.1911824089582 0.918416439142925 90.8394364733895 14.9159837207306 12.8343823670998 3.56252604532671 0.94637300853996 81.1160807054558 15.693615394604 0.930984702614922
C054 98.5055926953614 14.914661143581 12.8278657333791 3.31305894263482 0.930206440157894 68.2486484222685 26.0028476213188 0.955764513766048 96.6422218682881 15.046752585596 12.7856482646427 3.4133344169048 0.938665374281972 72.3021648201131 20.1891471542769 0.954392232281886
C055 96.2643481111137 13.7479841426425 12.6879128688914 3.3065432866731 0.935866469078371 77.5615706120021 24.6715476653216 0.91321275746176 94.5256456677176 14.1313732283347 12.7246035539935 3.41125463669925 0.941000725280683 77.7432740408985 19.7850828267607 0.928726392180733
C056 96.209396353889 16.4146681318715 14.2288485314291 3.62448443066106 0.875133101918202 73.2836295602834 38.1547264796922 0.950593266621154 94.2904289239458 16.2236691125352 13.7503741993178 3.63814048264059 0.912380358159396 75.1893157001183 23.877401482863 0.951067546690874
C057 96.2643481111137 18.0813174759758 11.7046263442248 3.32800934275643 0.953410621661704 81.4132688411688 11.7347941299883 0.900940675795094 94.5256456677176 17.5313528807331 12.0513608414375 3.42643195942639 0.949346316397323 80.0056272208103 15.8586088006277 0.921296075190559
C058 99.2955626750431 15.7479915894786 12.2747302945148 3.83866623885414 0.955139540225131 86.5056101182345 18.4554803350425 0.996106158874638 95.486004430018 15.7005945775986 12.3931223321363 3.79007520993484 0.950449848529877 83.0386253460725 17.8984232342124 0.979084994569178
C059 100.466681950499 16.7479998685037 12.7651866352789 3.75272282015799 0.934707552217156 79.5655137138161 18.0730884945452 0.9159568855645 97.4744171391838 16.4852057004551 12.7519262635989 3.72696898686594 0.940592278166277 78.9306816590682 17.7823622079106 0.928879560075404
C061 95.9326537751174 14.7479800713497 14.8469064724812 3.82356788488788 0.9312635128377 83.9351196995509 21.9626473559946 0.984088216772423 94.0387471766323 14.9159836421848 14.1505674628067 3.77726638530243 0.938622077503427 81.7618953642017 18.9628955270758 0.971261121469291
C065 99.4333779424166 13.4959687706276 11.4995184697705 3.04508437200391 0.930739993103484 58.5473684807495 11.743801563278 0.857993006953247 95.5461175126532 14.2161826085929 12.0445210499774 3.32908362527382 0.941109307434029 70.2283467892402 16.5979976068991 0.910617745865266
C066 92.3382649633088 13.4146556708401 13.2566905123419 3.49378203967063 0.954995929994134 77.5660581342417 11.1656163940442 0.956888274082787 91.2341191573109 13.8698365692187 13.0864297555933 3.54826150177061 0.949980187122025 77.9364973844042 15.6858556768321 0.952600207710988
C067 95.6958557283 15.0813210757433 12.2194752735281 3.0415381967983 0.911718833288708 54.4426006468553 24.625346735549 0.8357704059678 94.4223864794441 15.1775207685723 12.3434338147584 3.22197199392057 0.929801272795684 64.4503609747744 19.7710585689037 0.881400053428106
C069 98.5055926953614 13.0813278102477 11.3306545053791 3.20522286855149 0.928830455657894 60.7347635622685 22.2959716203188 0.930666678432715 96.6422218682881 13.6082996557352 11.7605284006745 3.33709018780015 0.938010831181911 67.8887709623627 19.0640617689622 0.93919636923606
C072 92.4566233641233 11.7479900772073 12.0450009147549 3.13536902115654 0.882937535147087 66.3832776941561 27.4243280264866 0.859282511648501 91.1881795135791 12.5621517674005 12.2543804486291 3.29124950792338 0.915691778932387 71.4347430831894 20.6205863727146 0.892902862489595
C074 90.3771757081712 14.4146502792508 11.732850498942 3.4649896149808 0.948351784851539 80.466805922694 10.2163711730679 0.958110568367669 90.4019238864151 14.6544470732355 12.0338840174241 3.52512876478774 0.94703386222106 79.6589105115418 15.3977465870601 0.954750807372655
C075 67.3908171845407 15.0813244932373 12.2846095258418 3.73986851027128 0.95871845486497 77.8133286576974 18.6430912152457 0.992348373119968 72.7291931763263 15.1775209651914 12.4386335832199 3.70875539312686 0.952140541217421 77.9553506785786 17.9553658506148 0.977094883029628
C076 100.960948564691 16.0813168221771 11.9864817764616 3.58762567286086 0.950294822747296 77.1478825170597 23.112293378358 0.931289668757925 97.7249563709604 15.9621314241572 12.2426773966076 3.60348337307424 0.947657078746452 77.5531483224432 19.31182827589 0.940185781164596
C078 91.5291890616333 13.4146544090766 13.2084451685281 3.56053046896497 0.940181257872041 69.7748994926886 14.9285670642157 0.991847581551133 91.2499611672634 13.8698362868806 13.0205678525423 3.58891938178675 0.943340584918765 73.4560184758124 16.8279590182602 0.975899334072985
C079 96.3000152838323 17.4146665351704 13.4460321019456 3.86413708949132 0.943808580217156 95.0571914488161 15.4526723975452 0.910394176897834 94.3019918270031 17.0082794931318 13.2180917578992 3.80574313687825 0.944921553009752 88.0299527599429 16.9870316240489 0.92551153419031
C080 100.789956697457 14.414656743874 13.2018455664215 3.52335268215654 0.95700886048042 81.2462708916561 11.7394582754866 0.985678896148501 97.5330301379406 14.6544469381072 13.04645601537 3.56556879661788 0.950926823301921 80.1647468173207 15.8600231052478 0.96943146038818
C081 92.3660044341799 16.7479916739085 14.7762090392383 3.67873657915961 0.943034576348133 85.7257451856234 16.4474156799671 0.981743567038488 91.1766166105217 16.485205520894 14.1206997927787 3.67727209749499 0.944406480580989 82.7442274188607 17.2889490990603 0.96826562316381
C082 92.3908171845407 14.747991159904 11.8153097675085 3.40344607810462 0.944909297531636 76.5064844276974 18.124294166079 0.962995915619968 91.7637450494108 14.9159840688531 12.1173105157556 3.47089186543352 0.94557165279594 77.1877559649009 17.7979041556986 0.959322994804829
C083 96.4143127000321 13.7479906008746 12.796170898492 3.4647111624237 0.947862854111847 70.3025853240424 15.7326637754413 0.991071078889441 94.3949815664343 14.1313737739754 12.7674171681125 3.52954822186143 0.946714143890742 73.6185804895687 17.0720136342786 0.974513569742931
C084 92.6276152313581 15.7479834888438 11.9871934821282 3.52299625269419 0.949265461247295 80.3700346270597 16.7448067345246 0.973369267757925 91.3801057465989 15.7005945278189 12.2431646916549 3.55778790094233 0.947167421001548 79.4457280725955 17.3792127359499 0.965663509221007
C085 96.4143127000321 16.7479906008746 10.655629717492 3.53072410125704 0.95897089494518 84.9847191640423 18.6302440407747 0.926918669722774 94.3949815664343 16.4852058410205 11.301818164279 3.57622189461022 0.951998136176013 82.2423537460737 17.9514671710096 0.935671525765468
C086 82.1622007756524 14.747984685618 11.4687846236883 3.67209795121671 0.955536869087825 72.9742615676085 18.1633662217603 0.979773290350049 84.0111336183218 14.9159836494474 11.8506595944605 3.66796199992961 0.950440844102173 75.3246721590859 17.8097625083635 0.967266365407975
C087 83.8000152838323 16.081333201837 12.447901695279 3.75291911032465 0.933886497050489 84.5124932171495 26.2678516610452 0.889104045231167 84.7847158904608 15.9621319077784 12.5346856442065 3.72710777152187 0.940201709817498 81.8363648524128 20.2695800895601 0.912621102775112
C090 95.1978036420632 15.081324922812 14.6986834478482 3.79162504135414 0.951253920058464 69.4454133999011 9.93367354620918 0.987007927374638 93.9073091430817 15.1775207849219 14.0527696019005 3.75681528397745 0.948601494955002 73.0180609094881 15.3119433325363 0.973576333045306
C091 96.7980673700692 14.4146626881017 14.0521787576256 3.66712212893548 0.9564937384474 77.3713971024369 13.4128084137183 0.968971476824328 94.8170691633655 14.6544474097371 13.6212558401632 3.6619428237982 0.950962018407768 77.8863630285263 16.3679063305736 0.960370803560525
C092 100.789956697457 15.414656743874 13.3802446314215 3.53065410665654 0.950781306647087 68.9263009324895 16.6597707406533 0.989940291481835 97.5330301379406 15.4390576271222 13.168603392991 3.57073118301873 0.947964433542541 72.928426224373 17.3534023400124 0.972011586483096
C094 54.6333486171658 14.581333201837 11.9243029696123 3.35823195465799 0.959858669300489 72.5065614138161 17.6919154780451 0.968047375981167 62.5777387051956 14.7852158742559 12.1761848232192 3.44804885568949 0.952556431938153 74.784499317518 17.6666712082589 0.960418533371251
C096 88.1993377675133 16.0813250072418 12.304130680905 3.73864327615961 0.960943635348133 77.8302752072901 8.46023956130042 0.981610262371822 88.004191298341 15.9621317282173 12.4281018593537 3.71962842370399 0.952925654304989 78.106703773545 14.864736603519 0.968184911842251
C097 82.3369781149316 17.4146572965123 9.846351257059 3.44903025832898 0.941579354721471 77.047333232556 19.1541869821586 0.930276281692543 84.4675979559275 17.008279291784 10.7323902851294 3.50496813785212 0.9440816175048 77.7146342795945 18.110489133943 0.938352757032087
C099 83.0387287006627 12.6666593463359 13.2956433900517 3.50244483156299 0.959888448400734 69.5778092832372 14.7930157486385 0.959012374332603 85.4097769581979 13.6703313282971 13.018251128648 3.58098123099492 0.950062974778097 74.6576945019773 17.1337964687189 0.953497637610061
C100 94.3389260286947 18.7479944769143 12.9965377725457 3.88162239488482 0.945179492157894 91.0679263339352 18.3533784149855 0.915281483766048 93.4697965561073 18.054426893487 12.9011356819237 3.81533052518658 0.945787916631433 85.7054126539706 17.8674331268482 0.929881171013465
C101 92.1333486171656 14.7479998685037 13.1670787719456 3.46059600865799 0.93245660105049 71.9554016154828 20.6180563063785 0.9354562620645 91.1295665148223 14.915984322425 13.027096262838 3.52042415729057 0.939521521515519 74.4607672782432 18.5547932496875 0.940685751758376
C102 94.3389260286947 14.0813278102477 12.9920727025457 3.69438057938482 0.937852761491227 79.6231470906018 15.9983614964855 0.929050230932715 93.4697965561073 14.3929103447502 12.8980785101196 3.68294339963226 0.942302658618809 78.9831485579732 17.1526546674505 0.938217666710343
C103 94.6622007756524 13.4146513522846 13.6080584536883 3.45238475705004 0.938175419587825 71.0043989426085 21.956553817427 0.954531138516716 93.5284095548641 13.869836064094 13.3153908605557 3.51261636762836 0.942182163152439 74.1676435684472 18.9610445923853 0.951983123759966
C104 92.3660044341799 14.0813250072418 13.375066840905 3.59340366399295 0.960809666181466 74.0535773739568 10.8201324754671 0.988811985038488 91.1766166105218 14.3929103501873 13.1613570675212 3.61693846248981 0.952861926411497 75.8884032098853 15.5809949914231 0.972545303480941
C105 87.8760630205556 15.4146681318715 11.8953358114291 3.60060668666106 0.921005627584869 74.0244101469501 20.9893677816922 0.974412611787821 87.9455782995843 15.4390584235201 12.1526502460384 3.62125800430935 0.93420149434042 75.6244243758634 18.6674904419772 0.965489328577107
C106 100.291666847517 16.666673380859 13.2820846106191 3.87229880459269 0.944455358473931 79.4894831796277 22.24624299682 0.934556097315685 96.3177013172249 16.2525846282898 12.996240422828 3.7694998806458 0.945600164607078 78.8698069543347 18.4672278878831 0.943531487000827
C107 96.209396353889 17.0813347985382 10.8433852757624 3.63467085849439 0.958051604418202 82.8733367369501 16.6770164970256 0.929944891287821 94.2904289239458 16.7467429052118 11.4323942328208 3.64534267674943 0.951823922878875 80.82197517517 17.3586353830508 0.938565676329672
C108 88.0809793666988 16.7479906008746 12.6353319001586 3.57888186075704 0.927822994778514 83.075619740709 26.4252077204413 0.898692468556107 88.0501309420728 16.4852058410205 12.657292925782 3.61027127261009 0.937181368156116 81.1210153404737 20.3173406754608 0.918581546429166
C109 95.9326537751174 16.7479800713497 14.1664218824812 3.58698481222121 0.950747383004367 79.2412962478842 17.759787834828 0.967885359772423 94.0387471766323 16.4852050202148 13.6846490557793 3.60999310362915 0.947890374333858 79.0049072046905 17.6872726515008 0.961450857251161
C111 96.0594317649706 13.7479950069727 12.6202181473285 3.59681857099379 0.943963804634726 76.8150503840766 14.6420063174059 0.930114502193473 94.4210930252291 14.1313733961877 12.6802763415445 3.61211681454891 0.9451156376159 77.1245679149034 16.740984088995 0.94002168758191
C112 79.7160398452615 14.414651882343 12.6496831679711 3.71239895382568 0.952956571564657 84.1076820127499 9.22259685918069 0.958056140777474 81.7900047752628 14.6544467008848 12.6960060427055 3.69460983688075 0.949119432731026 81.6548523649398 15.0961229534094 0.955277031339769
C113 92.1333486171656 15.081333201837 13.6921457202789 3.58687626382465 0.951700350217156 82.6774047921495 12.5169932220451 0.974112641231167 91.1295665148223 15.1775212187634 13.3866023556214 3.60970912791071 0.948675595007148 80.7584979254868 16.0960145694086 0.96409083972164
C115 99.3644703087299 14.7479915894786 12.3681440478482 3.4070766580208 0.952878299725131 76.8314004715678 14.3380314992092 0.917453551207971 97.0797344552624 14.9159838885836 12.4570814397886 3.48492486799258 0.949374197338419 77.356332067867 16.6487236195699 0.931463586649892
C117 91.2360533215397 13.2479807251484 12.5425938384944 3.09878329461678 0.905972580085442 59.6899301944933 20.1093521599582 0.941107372476258 90.8394364733895 13.739067687208 12.574502374653 3.27132321903982 0.926798495636567 67.4682565631591 18.4003966432616 0.944723270532664
C119 61.7404428284156 16.7479829587854 12.3344000205121 3.88697087958523 0.949999618520464 74.5215733069182 17.3147031466043 0.979535196330499 68.221832092212 16.4852052690581 12.4440907032852 3.81697839758268 0.947610640530867 76.2197485000126 17.5521827847233 0.968237121918314
C120 96.62329003079 16.7479900772073 12.4138772964215 3.86978632915654 0.946039311147087 96.3708215141561 17.74955415632 0.904883662815168 94.3606048257598 16.4852052124756 12.5069450160886 3.81051063612716 0.945708710142282 89.048380258914 17.6841658707575 0.920512767433881
C121 88.4647340367358 16.747996021435 12.3667915226256 3.79486373443548 0.9217449719474 84.6827332007702 31.3198639862183 0.926926509657662 88.472218539004 16.4852056841055 12.4672944613236 3.75226102500064 0.934432351577801 82.1807868092406 21.8029320808827 0.934914043870085
C123 88.2241505178741 14.747991159904 14.2206039575085 3.74645422193795 0.948961702698303 83.213026159364 18.405361937079 0.916497306786635 88.59131973723 14.9159840688531 13.7641822508481 3.71341174317853 0.947499344452709 81.1269446318517 17.8832119030712 0.931169710576594
C124 78.5311369753965 16.081324922812 14.3032842178482 3.7247550900208 0.919236326891797 80.5249798449011 25.3260103612092 0.883248706374638 81.2176078943587 15.9621314739369 13.7820452062438 3.70953567061044 0.933371022018863 79.525811747568 19.9837190249863 0.910753747307663
C125 91.7659871084507 14.4146467380164 13.1550305974812 3.71106800572121 0.941469617171034 85.5074456378842 17.635100331828 0.874333893939089 90.8663218644515 14.6544467458464 12.9921634017124 3.6977246676134 0.943477026937729 82.6854247724793 17.6494283623153 0.904808710880414
C126 99.569386654873 15.9146473918151 13.0850679749111 3.49518695903345 0.939795502002109 81.7669048103267 17.3588062166249 0.895994230309592 97.184287097751 15.8313628579147 12.9459269288707 3.55159577221488 0.942887746761452 80.4355013350242 17.5655699477784 0.917408837999868
C127 96.9442464869432 15.0813232804093 12.7484966943955 3.8152992646948 0.947890809697438 86.1213478182665 13.714255361311 0.915263934018939 94.4218669574964 15.177521280783 12.7331093293066 3.77092015809962 0.946520361178688 82.9628300059324 16.4593997959802 0.929129440521042
C128 58.7093963538889 15.9146681318715 14.2285575572624 3.94485741141106 0.923890021084869 84.8566110194501 26.2612839113589 0.910908606537821 65.738601114319 15.8313637680277 13.7501749733218 3.86465643429114 0.935573573650387 81.9868813055814 20.2675859910306 0.927039870533259
C129 99.569386654873 17.4146473918151 11.8896215740778 3.60239403536678 0.944369296835442 86.8901316969933 11.3336822792916 0.870807445559591 97.184287097751 17.0082788914373 12.1274212772396 3.62739527585114 0.945063458660279 83.4447060932505 15.7368659704198 0.902159119187769
C130 78.5311369753965 16.7479915894786 13.1929512778482 4.09203350018747 0.951155293225131 97.7832444949012 16.3609936420425 0.907466807707971 81.2176078943587 16.4852052666136 13.0218155665471 3.96921555499034 0.948554579082592 89.6627143779526 17.2627191083137 0.925416962130915
C131 95.073776161749 18.0813162921188 13.2437209038454 4.00623053225189 0.943196669270464 89.5345170719183 22.8599241044376 0.916040716997166 93.6012345896579 17.5313528544115 13.0666901620612 3.90129953369741 0.944374540493656 85.0378279667245 19.2352299263908 0.929793431484427
C133 92.3908171845408 17.747991159904 14.9231845925085 3.96930464710462 0.92732456986497 80.1866268060307 26.590715713579 0.936586770786635 91.7637450494108 17.2698161358981 14.2452295149272 3.87097551779581 0.937206760487441 79.3493432224655 20.3675739116969 0.943333179638908
C134 79.3927650983039 16.081328340306 14.0805569618285 4.06735321882712 0.938981887134726 91.9288963274099 17.0210639115725 0.916307206193474 81.7313917765061 15.962131670556 13.6801501728859 3.94480280850823 0.942745785539298 86.0019138013685 17.4630592081241 0.931661851912317
C135 96.62329003079 15.7479900772073 12.1991162345882 3.57979357382321 0.940425670813753 65.9064321241561 19.58835311982 0.907198055981835 94.3606048257598 15.7005945234605 12.3599010810879 3.60547466588923 0.943038353356718 71.154660629313 18.2422654240761 0.921914051693171
C137 69.8369781149316 15.081323963179 14.4617999482257 3.91164369166232 0.948118255888138 86.3697293808893 12.2071782536587 0.954813199192543 74.9503220193853 15.1775210174156 13.8925243036014 3.83205353017364 0.947192112310971 83.1902845812908 16.0019810559872 0.953209003913328
C139 79.5976814444471 14.4146508093091 15.0806136338914 3.82369903675643 0.936499122828371 101.150511241169 15.5471314844883 0.944409630295094 81.8359444189946 14.6544470210113 14.3628527447974 3.77690353320557 0.941301672818093 91.5985949066489 17.0157030871051 0.947615009495222
C140 75.6715982966421 14.4146556708401 12.6085960473419 3.53551017017063 0.931945453077468 72.001815677575 25.5197243426275 0.904524540999454 78.5444179085879 14.6544472582337 12.6426884201193 3.57776488613429 0.939015288448446 74.6682554644332 20.0425153190279 0.92089579552028
C141 95.5210783890208 15.7479817981823 13.6897836039908 3.39410896885269 0.936520191155061 73.7160792035745 19.366504107984 0.900213264625305 93.9659221418384 15.7005940896191 13.3575452113883 3.47652948645916 0.941318815450443 75.7733480500253 18.1749314428333 0.919362852169898
C143 100.874115106792 13.7479976181362 14.0081714404424 3.60292389660522 0.955752681148446 75.2422609572376 15.6746051631987 0.955767564547649 97.977931572489 14.1313739254788 13.5874234736926 3.61839316022446 0.950736599296293 76.5841763881645 17.0543905479874 0.953593162825658
C144 100.960948564691 18.0813168221771 12.5194700964616 3.80203908319419 0.948833351080629 86.9075448870597 20.3562303091913 0.911093056091258 97.7249563709604 17.5313528021873 12.6076071432439 3.75508185548869 0.946961870191885 83.2856335494628 18.4753270605031 0.92795743732553
C145 95.073776161749 13.4146496254521 13.8468589338454 3.70554111875189 0.951732473603797 83.3039475169182 27.6789003677709 0.921273049663833 93.6012345896579 13.8698363056747 13.4796504469594 3.68870061698868 0.948434943666695 81.378208752873 20.6978522975174 0.93296142623604
