GenID  BG20_STAND_BLUE   BG20_KRN_BLUE   BG20_EL_BLUE   BG20_EW_BLUE   BG20_SOL_BLUE   BG20_TP_BLUE   BG20_CUR_BLUE   BG20_TPF_BLUE   BG20_STAND_BLUP   BG20_KRN_BLUP   BG20_EL_BLUP   BG20_EW_BLUP   BG20_SOL_BLUP   BG20_TP_BLUP   BG20_CUR_BLUP   BG20_TPF_BLUP 
B001 91.1000446090466 14.1626354372925 11.7167021647581 3.36090714917048 0.954086348769678 64.3181683074825 10.5720088802862 0.993590098952907 90.4235930473554 14.6465581170403 12.1575759562043 3.50178694280706 0.948394997962417 72.6278107652521 16.388355897039 0.969489922014523
B024 100.765262941152 15.9999913720719 10.0686577938587 3.24272861343851 0.898772516571916 63.7731073316856 32.1157557597112 0.915894482591598 95.6982378086727 15.822208741282 11.3359115712317 3.42889334095292 0.930718838820237 72.3189734333514 20.2329523557372 0.935514955940485
B025 84.0985962744849 14.6666580387386 11.3299767345253 3.19234101610518 0.954263031571916 75.1813165183523 9.7448218493779 0.973354438258265 85.4531888780769 14.9614577243872 11.9924907613006 3.40133958026452 0.948035747948289 77.0624384289179 16.2306395710878 0.960462339262957
B029 100.765262941152 12.6666580387386 12.189696455192 2.99854256677184 0.953781585238583 58.5086840550189 14.1925993863779 0.962112868924931 95.6982378086727 13.670331199045 12.4400175998203 3.29536357868246 0.947885503128893 70.1300577914556 17.0263773338009 0.955581588206835
B044 16.9583335141835 17.0000067141923 12.3756356072858 4.03401931675936 0.938862066807265 86.149373097961 30.7244953934866 0.894312058982352 45.0924566642461 16.4677723825135 12.5243886704609 3.85793450595979 0.943854667678128 81.6389492609872 19.9840451157499 0.926058736820333
B047 75.2916668475168 16.666673380859 11.0814808759525 3.32371351992602 0.950838147473931 79.843374562961 16.19243856482 0.950939573649018 80.9501279213313 16.2525846282898 11.85071681957 3.46951360523586 0.947592039742793 79.0169528701929 17.3841609506208 0.950644699315389
B049 90.9622293417098 15.333347741663 9.05546329725922 3.36531453703769 0.95687041468011 62.0194179657194 9.91496196014033 0.989797864129362 90.3634799647201 15.3918336382994 10.8141018778743 3.49922825892362 0.949466323331214 71.2597975467676 16.2610773871964 0.968386685689368
B051 82.6288960083764 16.6666810749963 12.8820780092592 3.6039627840377 0.95981619568011 85.4397117590528 11.8188642134737 0.976164737129362 85.2409554994223 16.2525846551942 12.8060449997168 3.62972975203994 0.950385612364451 80.9978153177251 16.6016984967031 0.962467592275409
B055 90.9622293417098 17.0000144083297 12.0357691369259 3.5815582885377 0.940630123346777 89.297874337386 17.9537072971403 0.963973874296029 90.3634799647201 16.4677724094179 12.3654991742089 3.61747816355344 0.944398220264728 82.602016190805 17.6992638019332 0.957174686553393
B056 99.2955626750431 18.0000144083297 10.9298474262592 3.99329378537103 0.95518699068011 97.2173312390527 17.6948470604737 0.954874705129362 95.486004430018 17.1133356720889 11.7898119648459 3.84263002526286 0.948940977685531 85.8948788989028 17.6529519385662 0.953224101167743
B064 91.3720620339961 16.6666593463359 11.018110295385 3.62392364622965 0.9600937110674 80.2138002932372 11.4189262653051 0.997943618665936 90.5323014234958 16.2525843789814 11.8326819704929 3.64741024061593 0.950127031039713 79.0800758085947 16.530148827998 0.970400412148189
C001 96.0594317649706 17.4146616736394 10.4265463829952 3.70810170132712 0.934131728634726 84.3776783274099 26.1147361054059 0.883380770693473 94.4210930252291 17.0082792559094 11.1782995605874 3.69079824427216 0.940438610000346 81.5665917594848 20.2231077453195 0.91172604478792
C002 69.6622007756523 17.0813180189513 12.6875762980216 3.84732164771671 0.921838116254491 77.4788798259418 32.2339926550936 0.943435357683383 74.4938576817796 16.7467419238158 12.685149432656 3.7918518556581 0.93441065906178 77.9705277881325 22.0803818002135 0.945265015855819
C006 86.8644703087298 16.7479915894786 12.5358250895149 3.88183752318747 0.950831576725131 85.6477673549011 16.0125419125425 0.923063572707971 87.5624585187202 16.4852052666136 12.5718903347586 3.8205989592593 0.948400590137622 82.5347584312672 17.1569594475529 0.934860258803722
C007 75.6715982966421 18.4146556708401 11.3237775245919 3.86520091725397 0.958979107077468 84.710941285075 14.2617962654609 0.949080676332787 78.5444179085879 17.7928900142938 11.7629909100861 3.81086885498689 0.951874947619847 82.1331525101832 16.6255867934642 0.947872979862444
C008 86.5036447815982 17.4146572965123 10.3715692857257 4.06317592482898 0.944684378388138 87.4411023542226 17.906231026992 0.94586470085921 87.6400232681083 17.008279291784 11.0919998205318 3.93919261512745 0.945558648544425 83.8195716928143 17.7317181671517 0.947791000594192
C009 99.6877450556875 15.2479817981823 12.0274870806574 3.70432939485269 0.935309893238395 79.5557058244078 21.3435755268173 0.887974179291972 97.1383474540192 15.3082887451116 12.2193937241392 3.69586719356644 0.940743087925625 79.2033410217225 18.774998496183 0.911952513307546
C010 100.226098431637 16.4146616736394 13.0696234284952 3.76562182266045 0.941601330968059 84.2026931457433 23.7380275945725 0.956030707526807 97.5935183374098 16.2236685668944 12.9879779350676 3.73146717019835 0.943991830743372 81.4638115678323 19.501745603729 0.955713045090731
C011 98.7105090415045 18.7479836125841 9.15055206260863 3.77311350881413 0.959338511518206 92.1532298043607 14.5698457019012 0.928745366701002 96.7467745107766 18.054426725634 10.2658199178011 3.74298414346087 0.952260146479291 86.5231082387367 16.71908308885 0.93697120299988
C012 79.597681444447 17.7479841426425 11.5528611272248 3.93431500075643 0.954070799495037 95.1191918661688 16.8802847594883 0.929080809295094 81.8359444189946 17.2698159843947 11.9474492919536 3.85511325081205 0.949660356886603 88.0560082980278 17.420332555607 0.938333943559602
C013 96.5049316299755 16.7479890041735 12.0561096406752 3.88233600425397 0.950200808577468 88.4025333392417 20.9763778504609 0.964396049999454 94.4065444694916 16.4852055326021 12.2644086026462 3.82298401691263 0.947699192214573 84.3014649079299 18.663550191147 0.957145903907221
C014 82.1622007756524 18.0813180189513 12.1231139136883 3.63346112671671 0.932452919921158 81.8918102959418 18.002411225427 0.900761549016716 84.0111336183218 17.5313526128308 12.2986698285617 3.64064428715032 0.939460022988857 80.5625292086836 17.760910560249 0.919427514592067
C016 92.4566233641233 15.7479900772073 12.2379228164215 3.93237794448988 0.954682542147087 88.0554981708228 19.78151981982 0.966804353481835 91.1881795135791 15.7005945234605 12.386471412078 3.8547653022959 0.949820215187057 84.1642493928634 18.30089404587 0.958003583776274
C017 101.156634188231 15.4959756056157 13.1847439410645 3.95882285028321 0.955039316922675 90.2250436257671 11.2361813023381 0.948083235924251 96.3757258555417 15.5073094574843 12.9987094038831 3.81797849593256 0.948668751086047 83.085200467233 16.5071810343739 0.951011974828773
C018 94.3389260286947 16.414661143581 13.5100127058791 3.78567488871815 0.893779332157894 84.9856922522685 32.7259280008188 0.917826986599382 93.4697965561073 16.2236686191186 13.2527048820244 3.74749196833649 0.921337335923568 82.132920522726 22.2296900473305 0.931422384107119
C020 63.3741151067925 12.7479976181362 11.161643415609 3.40407586393855 0.905765109815113 74.2532182372376 30.9295617111987 0.918461568630982 69.4261037628622 13.3467632364638 11.6384450216029 3.47779999519573 0.926957973952017 76.0032471954991 21.6844695312433 0.93100568477392
C022 67.823300854898 15.4959756056157 12.1380457310645 3.77455456661654 0.950571859256008 81.3199715524337 20.6641948136714 0.900053843257585 75.8856279943502 15.5073094574843 12.4538509697386 3.71721393363313 0.947274592851129 79.3825248788311 18.1939170088979 0.930159058120104
C038 71.7980673700692 13.4146626881017 14.3021082476256 3.54206760276882 0.9451033374474 72.8642603724369 16.8011356952183 0.988266646824328 75.782517290281 13.8698367207221 13.7923791125506 3.57352449046517 0.945543710002785 75.2390281370753 17.3963080100606 0.972053355337272
C045 77.672259362028 15.414661143581 14.1948315875457 3.87588924271815 0.946522253491227 78.1106505289352 15.1361995659855 0.984675440599382 80.7800953073843 15.4390579301036 13.721590918736 3.81127696731178 0.946426655778394 78.0947608385041 16.8909772367734 0.971896789103315
C047 100.549373178595 13.414651882343 12.2442872614711 3.48512987682567 0.93883741289799 77.2607218644166 20.0061631206807 0.978273550444141 97.6521313361665 13.8698360118698 12.418437060619 3.53392190640397 0.942403079542505 77.6331868182952 18.3690764590334 0.967517967036243
C048 96.4143127000321 14.2479906008746 13.0757158851586 3.4757151766737 0.936281160111847 78.6839450723757 26.798822277108 0.906050778889441 94.3949815664343 14.523679118483 12.9588177623276 3.53732848083951 0.941204839174944 78.5414988363493 20.430737583621 0.923036746433028
C050 84.5348654168865 12.5813216837081 11.864289505162 3.1909277043584 0.929743977829726 68.2789235451326 17.7533351122472 0.945979145128952 84.9161539240115 13.215994249827 12.1314060340374 3.32762464047682 0.937760986109157 72.5344187302697 17.6853140681245 0.946509561322086
C051 88.0493731785949 17.414651882343 12.7079926896378 3.59588685299234 0.922918270231323 76.2474412427499 23.3615618473474 0.891553366277475 88.1348553996243 17.0082787679299 12.7359297674286 3.61223132500599 0.934830490613378 77.0380211276885 19.3874838911293 0.915011923212007
