GenID WI20_DTP_BLUE WI20_DTS_BLUE WI20_KRN_BLUE WI20_HAP_BLUE WI20_HP_BLUE WI20_EW_BLUE WI20_EL_BLUE WI20_TPF_BLUE WI20_RAP_BLUE WI20_ES_BLUE WI20_CR_BLUE WI20_FL_BLUE WI20_TXT_BLUE WI20_RT_BLUE WI20_HD_BLUE WI20_PH_BLUE WI20_EH_BLUE WI20_DTP_BLUP WI20_DTS_BLUP WI20_KRN_BLUP WI20_HAP_BLUP WI20_HP_BLUP WI20_EW_BLUP WI20_EL_BLUP WI20_TPF_BLUP WI20_RAP_BLUP WI20_ES_BLUP WI20_CR_BLUP WI20_FL_BLUP WI20_TXT_BLUP WI20_RT_BLUP WI20_HD_BLUP WI20_PH_BLUP WI20_EH_BLUP
C059 52.0042372881356 53.9766949152542 19.8241525423729 4.43829787234042 2.4468085106383 4.5604255319149 19.9021276595745 2.95744680851064 3.98510638297872 3.00851063829787 3.01515151515151 3.99152542372881 2.96170212765957 2.96595744680851 76.9766949152542 166.588983050847 70.8898305084746 52.1290404507986 54.1394944166438 19.4370560477249 4.08249443593648 2.51776621319814 4.52134369562881 19.9576895023675 2.99918075422964 3.82607109021268 3.1954487948909 3.14882294274753 3.5890657393185 2.87887805875258 2.89751364749375 77.1394944166552 171.088128944791 71.8637585775478
C061 54.5042372881356 57.4766949152542 18.8241525423729 4.43829787234043 3.4468085106383 4.3604255319149 20.4021276595745 4.45744680851064 3.98510638297872 4.00851063829787 4.01515151515152 4.49152542372881 3.46170212765957 3.46595744680851 80.4766949152542 171.588983050847 53.3898305084746 54.3835942308943 57.272584762761 18.6000440454714 4.08249443593648 3.30398339138328 4.40483670951277 20.3760830457652 4.26931800632413 3.82607109021268 3.84953960749437 3.70871285163389 3.64104458120135 3.11403151280812 3.215582140369 80.272584762748 175.087376417957 61.2987981038804
C062 53.5042372881356 54.9766949152542 14.3241525423729 4.93829787234042 3.9468085106383 4.0604255319149 18.4021276595745 2.95744680851064 3.98510638297872 3.50851063829787 4.01515151515152 2.99152542372881 1.96170212765957 1.96595744680851 77.9766949152542 134.088983050847 50.8898305084746 53.481772718856 55.034663086963 14.8334900353305 4.31277247608185 3.69709198047585 4.23007623033871 18.7025088721745 2.99918075422964 3.82607109021268 3.52249420119263 3.70871285163389 3.48510805555279 2.4085711506415 2.26137666174324 78.0346630869674 145.093020369213 59.7895180362137
C065 53.0042372881356 54.9766949152542 16.3241525423729 4.43829787234042 2.9468085106383 4.0604255319149 19.9021276595745 4.45744680851064 3.98510638297872 4.00851063829787 3.01515151515151 3.99152542372881 2.96170212765957 2.96595744680851 77.9766949152542 181.588983050847 68.3898305084746 53.0308619628369 55.034663086963 16.5075140398376 4.08249443593648 2.91087480229071 4.23007623033871 19.9576895023675 4.26931800632413 3.82607109021268 3.84953960749437 3.14882294274753 3.5890657393185 2.87887805875258 2.89751364749375 78.0346630869674 183.085871364289 70.354478509881
C067 55.5042372881356 57.9766949152542 18.8241525423729 4.43829787234042 2.9468085106383 3.9604255319149 20.9021276595745 3.45744680851064 3.48510638297872 3.50851063829787 3.51515151515151 3.99152542372881 2.96170212765957 2.96595744680851 80.9766949152542 179.088983050847 65.8898305084746 55.2854157429325 57.7201690979207 18.6000440454714 4.08249443593648 2.91087480229071 4.17182273728069 20.7944765891628 3.42255983826113 3.55257590112191 3.52249420119263 3.42876789719071 3.5890657393185 2.87887805875258 2.89751364749375 80.7201690979041 181.086247627706 68.8451984422143
C069 56.0042372881356 57.9766949152542 16.8241525423729 4.93829787234042 2.9468085106383 4.4604255319149 19.9021276595745 4.45744680851064 4.48510638297872 4.50851063829787 3.51515151515151 3.99152542372881 2.96170212765957 2.96595744680851 80.9766949152542 171.588983050847 80.8898305084746 55.7363264989517 57.7201690979207 16.9260200409644 4.31277247608185 2.91087480229071 4.46309020257079 19.9576895023675 4.26931800632413 4.09956627930344 4.1765850137961 3.42876789719071 3.5890657393185 2.87887805875258 2.89751364749375 80.7201690979041 175.087376417957 77.9008788482149
C074 54.0042372881356 55.9766949152542 19.3241525423729 4.93829787234042 3.9468085106383 4.4604255319149 18.9021276595745 4.95744680851064 4.48510638297872 4.50851063829787 2.51515151515152 3.99152542372881 3.46170212765957 3.96595744680851 78.9766949152542 186.588983050847 48.3898305084746 53.9326834748752 55.9298317572822 19.0185500465982 4.31277247608185 3.69709198047585 4.46309020257079 19.1209024155722 4.69269709035562 4.09956627930344 4.1765850137961 2.86887798830435 3.5890657393185 3.11403151280812 3.53365063324426 78.9298317572797 187.085118837455 58.2802379685469
C075 56.5042372881356 58.9766949152542 16.3241525423729 3.93829787234042 2.9468085106383 4.7604255319149 18.9021276595745 4.95744680851064 4.48510638297872 5.00851063829787 3.51515151515151 3.99152542372881 2.96170212765957 3.46595744680851 81.9766949152542 159.088983050847 60.8898305084746 56.1872372549708 58.6153377682399 16.5075140398376 3.8522163957911 2.91087480229071 4.63785068174485 19.1209024155722 4.69269709035562 4.09956627930344 4.50363042009784 3.42876789719071 3.5890657393185 2.87887805875258 3.215582140369 81.6153377682164 165.089257735042 65.8266383068807
C076 55.5042372881356 58.9766949152542 15.8241525423729 3.43829787234042 3.9468085106383 4.4604255319149 18.9021276595745 3.95744680851064 3.98510638297872 3.50851063829787 3.03030303030303 3.49152542372881 1.96170212765957 2.46595744680851 81.9766949152542 181.588983050847 73.3898305084746 55.2854157429325 58.6153377682399 16.0890080387108 3.62193835564573 3.69709198047585 4.46309020257079 19.1209024155722 3.84593892229263 3.82607109021268 3.52249420119263 3.20668273025217 3.53708689743565 2.4085711506415 2.57944515461849 81.6153377682164 183.085871364289 73.3730386452146
C080 52.5042372881356 52.9766949152542 17.3241525423729 3.93829787234043 2.4468085106383 4.2604255319149 19.9021276595745 3.95744680851064 3.98510638297872 4.50851063829787 3.01515151515151 3.49152542372881 2.96170212765957 2.46595744680851 75.9766949152542 174.088983050847 43.3898305084746 52.5799512068178 53.2443257463245 17.3445260420911 3.8522163957911 2.51776621319814 4.34658321645475 19.9576895023675 3.84593892229263 3.82607109021268 4.1765850137961 3.14882294274753 3.53708689743565 2.87887805875258 2.57944515461849 76.2443257463429 177.08700015454 55.2616778332133
C081 52.0042372881356 55.9766949152542 18.3241525423729 3.93829787234042 1.9468085106383 3.9604255319149 20.4021276595745 3.95744680851064 1.48510638297872 2.50851063829787 3.51515151515151 3.99152542372881 3.46170212765957 1.46595744680851 78.9766949152542 189.088983050847 58.3898305084746 52.1290404507986 55.9298317572822 18.1815380443446 3.8522163957911 2.12465762410557 4.17182273728069 20.3760830457652 3.84593892229263 2.45859514475885 2.86840338858916 3.42876789719071 3.5890657393185 3.11403151280812 1.94330816886798 78.9298317572797 189.084742574038 64.317358239214
C082 53.0042372881356 54.9766949152542 16.8241525423729 4.43829787234043 0.946808510638298 4.1604255319149 20.4021276595745 3.45744680851064 3.48510638297872 4.50851063829787 3.01515151515151 3.49152542372881 2.96170212765957 2.96595744680851 77.9766949152542 181.588983050847 55.8898305084746 53.0308619628369 55.034663086963 16.9260200409644 4.08249443593648 1.33844044592043 4.28832972339673 20.3760830457652 3.42255983826113 3.55257590112191 4.1765850137961 3.14882294274753 3.53708689743565 2.87887805875258 2.89751364749375 78.0346630869674 183.085871364289 62.8080781715472
C083 52.5042372881356 54.9766949152542 15.8241525423729 4.43829787234043 2.4468085106383 4.0604255319149 19.4021276595745 4.45744680851064 2.98510638297872 4.00851063829787 3.01515151515151 3.49152542372881 2.96170212765957 2.96595744680851 77.9766949152542 171.588983050847 48.3898305084746 52.5799512068178 55.034663086963 16.0890080387108 4.08249443593648 2.51776621319814 4.23007623033871 19.5392959589698 4.26931800632413 3.27908071203115 3.84953960749437 3.14882294274753 3.53708689743565 2.87887805875258 2.89751364749375 78.0346630869674 175.087376417957 58.2802379685469
C085 52.5042372881356 56.9766949152542 18.3241525423729 2.93829787234042 1.9468085106383 4.5604255319149 18.9021276595745 2.45744680851064 2.98510638297872 2.50851063829787 2.51515151515152 2.99152542372881 2.46170212765957 2.46595744680851 79.9766949152542 161.588983050847 63.3898305084746 52.5799512068178 56.8250004276014 18.1815380443446 3.39166031550035 2.12465762410557 4.52134369562881 19.1209024155722 2.57580167019814 3.27908071203115 2.86840338858916 2.86887798830435 3.48510805555279 2.64372460469704 2.57944515461849 79.8250004275919 167.088881471625 67.3359183745475
C090 51.0042372881356 54.9766949152542 15.8241525423729 4.93829787234043 1.9468085106383 4.3604255319149 19.4021276595745 3.45744680851064 3.98510638297872 4.00851063829787 3.01515151515151 3.99152542372881 3.46170212765957 2.96595744680851 77.9766949152542 189.088983050847 58.3898305084746 51.2272189387604 55.034663086963 16.0890080387108 4.31277247608185 2.12465762410557 4.40483670951277 19.5392959589698 3.42255983826113 3.82607109021268 3.84953960749437 3.14882294274753 3.5890657393185 3.11403151280812 2.89751364749375 78.0346630869674 189.084742574038 64.317358239214
C091 57.0042372881356 60.9766949152542 13.8241525423729 2.43829787234042 2.4468085106383 4.3604255319149 19.4021276595745 3.95744680851064 3.98510638297872 4.00851063829787 4.01515151515152 3.49152542372881 2.46170212765957 2.96595744680851 83.9766949152542 201.588983050847 93.3898305084746 56.6381480109899 60.4056751088783 14.4149840342038 3.16138227535498 2.51776621319814 4.40483670951277 19.5392959589698 3.84593892229263 3.82607109021268 3.84953960749437 3.70871285163389 3.53708689743565 2.64372460469704 2.89751364749375 83.4056751088409 199.082861256953 85.4472791865487
C092 54.0042372881356 56.9766949152542 16.3241525423729 4.43829787234043 3.4468085106383 4.4604255319149 19.9021276595745 3.95744680851064 3.98510638297872 3.50851063829787 3.51515151515151 2.99152542372881 2.96170212765957 2.96595744680851 79.9766949152542 171.588983050847 63.3898305084746 53.9326834748752 56.8250004276014 16.5075140398376 4.08249443593648 3.30398339138328 4.46309020257079 19.9576895023675 3.84593892229263 3.82607109021268 3.52249420119263 3.42876789719071 3.48510805555279 2.87887805875258 2.89751364749375 79.8250004275919 175.087376417957 67.3359183745475
C097 53.0042372881356 54.9766949152542 18.8241525423729 2.43829787234042 2.4468085106383 4.8604255319149 18.4021276595745 3.95744680851064 3.48510638297872 4.50851063829787 3.01515151515151 3.49152542372881 2.96170212765957 3.46595744680851 77.9766949152542 186.588983050847 58.3898305084746 53.0308619628369 55.034663086963 18.6000440454714 3.16138227535498 2.51776621319814 4.69610417480288 18.7025088721745 3.84593892229263 3.55257590112191 4.1765850137961 3.31737340415562 3.53708689743565 2.87887805875258 3.215582140369 78.0346630869674 187.085118837455 64.317358239214
C101 52.5042372881356 54.4766949152542 15.3241525423729 3.93829787234043 1.4468085106383 4.2604255319149 19.9021276595745 2.95744680851064 3.98510638297872 3.50851063829787 4.01515151515152 3.49152542372881 2.96170212765957 2.96595744680851 77.4766949152542 179.088983050847 58.3898305084746 52.5799512068178 54.5870787518034 15.6705020375841 3.8522163957911 1.731549035013 4.34658321645475 19.9576895023675 2.99918075422964 3.82607109021268 3.52249420119263 3.70871285163389 3.53708689743565 2.87887805875258 2.89751364749375 77.5870787518113 181.086247627706 64.317358239214
C102 53.5042372881356 55.4766949152542 13.3241525423729 4.93829787234043 2.9468085106383 4.5604255319149 18.4021276595745 2.45744680851064 3.98510638297872 3.50851063829787 3.03030303030303 2.99152542372881 2.46170212765957 2.46595744680851 78.4766949152542 169.088983050847 63.3898305084746 53.481772718856 55.4822474221226 13.996478033077 4.31277247608185 2.91087480229071 4.52134369562881 18.7025088721745 2.57580167019814 3.82607109021268 3.52249420119263 3.20668273025217 3.48510805555279 2.64372460469704 2.57944515461849 78.4822474221235 173.087752681374 67.3359183745475
C103 51.5042372881356 53.9766949152542 15.8241525423729 4.93829787234043 1.4468085106383 4.4604255319149 20.4021276595745 3.45744680851064 3.98510638297872 4.00851063829787 4.51515151515151 3.99152542372881 3.96170212765957 3.46595744680851 76.9766949152542 189.088983050847 75.8898305084746 51.6781296947795 54.1394944166438 16.0890080387108 4.31277247608185 1.731549035013 4.46309020257079 20.3760830457652 3.42255983826113 3.82607109021268 3.84953960749437 3.98865780607707 3.5890657393185 3.34918496686366 3.215582140369 77.1394944166552 189.084742574038 74.8823187128813
C106 51.0042372881356 55.4766949152542 18.3241525423729 4.43829787234043 0.446808510638297 4.5604255319149 21.9021276595745 2.95744680851064 3.48510638297872 4.00851063829787 3.01515151515151 3.49152542372881 2.46170212765957 2.46595744680851 78.4766949152542 159.088983050847 60.8898305084746 51.2272189387604 55.4822474221226 18.1815380443446 4.08249443593648 0.945331856827859 4.52134369562881 21.6312636759581 2.99918075422964 3.55257590112191 3.84953960749437 3.14882294274753 3.53708689743565 2.64372460469704 2.57944515461849 78.4822474221235 165.089257735042 65.8266383068807
C107 53.0042372881356 55.4766949152542 18.8241525423729 4.93829787234042 3.4468085106383 4.7104255319149 18.4021276595745 4.45744680851064 3.98510638297872 4.00851063829787 2.51515151515152 3.99152542372881 2.96170212765957 2.96595744680851 78.4766949152542 179.088983050847 60.8898305084746 53.0308619628369 55.4822474221226 18.6000440454714 4.31277247608185 3.30398339138328 4.60872393521584 18.7025088721745 4.26931800632413 3.82607109021268 3.84953960749437 2.86887798830435 3.5890657393185 2.87887805875258 2.89751364749375 78.4822474221235 181.086247627706 65.8266383068807
C109 52.0042372881356 54.9766949152542 18.3241525423729 3.43829787234042 0.446808510638297 4.0604255319149 19.4021276595745 2.95744680851064 3.48510638297872 4.00851063829787 4.01515151515151 3.99152542372881 3.46170212765957 2.46595744680851 77.9766949152542 179.088983050847 63.3898305084746 52.1290404507986 55.034663086963 18.1815380443446 3.62193835564573 0.945331856827859 4.23007623033871 19.5392959589698 2.99918075422964 3.55257590112191 3.84953960749437 3.70871285163389 3.5890657393185 3.11403151280812 2.57944515461849 78.0346630869674 181.086247627706 67.3359183745475
C111 52.0042372881356 54.4766949152542 15.3241525423729 3.93829787234043 0.946808510638298 4.2604255319149 19.4021276595745 3.45744680851064 2.98510638297872 2.50851063829787 3.03030303030303 3.49152542372881 2.96170212765957 2.96595744680851 77.4766949152542 196.588983050847 65.8898305084746 52.1290404507986 54.5870787518034 15.6705020375841 3.8522163957911 1.33844044592043 4.34658321645475 19.5392959589698 3.42255983826113 3.27908071203115 2.86840338858916 3.20668273025217 3.53708689743565 2.87887805875258 2.89751364749375 77.5870787518113 195.083613783787 68.8451984422143
C112 56.0042372881356 59.4766949152542 15.3241525423729 3.43829787234043 0.946808510638298 4.2604255319149 18.9021276595745 3.45744680851064 3.48510638297872 3.50851063829787 3.51515151515151 3.49152542372881 2.96170212765957 2.96595744680851 82.4766949152542 199.088983050847 88.3898305084746 55.7363264989517 59.0629221033995 15.6705020375841 3.62193835564573 1.33844044592043 4.34658321645475 19.1209024155722 3.42255983826113 3.55257590112191 3.52249420119263 3.42876789719071 3.53708689743565 2.87887805875258 2.89751364749375 82.0629221033725 197.08323752037 82.4287190512152
C113 53.5042372881356 55.4766949152542 17.8241525423729 4.93829787234043 1.9468085106383 4.2604255319149 19.9021276595745 2.95744680851064 2.98510638297872 2.50851063829787 3.51515151515151 2.99152542372881 2.96170212765957 2.96595744680851 78.4766949152542 171.588983050847 75.8898305084746 53.481772718856 55.4822474221226 17.7630320432179 4.31277247608185 2.12465762410557 4.34658321645475 19.9576895023675 2.99918075422964 3.27908071203115 2.86840338858916 3.42876789719071 3.48510805555279 2.87887805875258 2.89751364749375 78.4822474221235 175.087376417957 74.8823187128813
