GenID BG20_STAND_BLUE BG20_DTP_BLUE BG20_HP_BLUE BG20_EW_BLUE BG20_EL_BLUE BG20_TPF_BLUE BG20_PH_BLUE BG20_EH_BLUE BG20_STAND_BLUP BG20_DTP_BLUP BG20_HP_BLUP BG20_EW_BLUP BG20_EL_BLUP BG20_TPF_BLUP BG20_PH_BLUP BG20_EH_BLUP
C124 77.2092320553536 60.0000016780349 1.36564489450391 4.95266940310428 23.1021287156364 1.51769785937366 145.984442340549 74.6506885162687 77.182327104209 59.5501193951932 1.46384109548013 4.7544559313281 22.798836898389 1.77944286509011 146.830322100722 73.7645920710193
C125 70.0394795081024 59.999999590249 1.50338899106858 4.90956304719433 22.7890842203926 0.719982669516047 164.958123410966 83.4717838856403 71.4480823037351 59.1787046312844 1.58859065208487 4.75735366028178 22.5027799083368 1.04173306626038 163.41853498159 81.4494809710739
C126 91.3920592991497 59.8048792114169 1.01766394565331 4.64779677560038 24.0238500859467 0.868421715917215 145.825136749042 72.8681583481895 89.8758938648031 59.5993528471199 1.17140047219514 4.60606043906688 23.6129961228373 1.25387082175875 146.985759182075 72.2300625808322
C127 93.710907494118 59.3048781675218 0.962511102245705 4.78842488743587 22.126851609194 1.51359575286634 127.341204810152 51.6682301581384 91.9798169954989 59.2879489497433 1.10480663007042 4.695780782139 21.9106643950649 1.78385427088608 130.784250258545 54.3400557120166
C131 83.4806027613194 58.3048784992261 1.00509467352775 4.76723199478059 22.6219172917752 0.728786887279156 134.982979249125 60.3065633105849 82.8744933090223 58.6651409260329 1.17022437462741 4.68073846589493 22.3547509266868 1.04196495821473 137.07484881614 61.2816609192584
C135 71.6677028262358 59.999999590249 0.987312834675561 5.06669695864018 23.6199866843106 0.820048225700478 131.898568784823 57.8329872306758 72.8713900009107 59.1787046312844 1.15257719960392 4.86770313985254 23.242924295862 1.19176115464176 135.359163731321 59.9820340158556
C141 91.2361130922179 59.999999590249 1.30707707946231 4.75125799861927 22.4570040212199 1.47499892639908 172.446615471941 82.5815150315608 89.6769787571828 59.1787046312844 1.38630232600434 4.66456480922417 22.2067220408459 1.72558899216858 168.754339009143 79.4781034364576
C143 83.2092320553536 59.999999590249 1.03231156117058 4.28600273643761 21.518795382303 2.35103119270699 168.484442340549 82.1506885162688 82.4120168434666 59.1787046312844 1.1940412534547 4.36104820589588 21.3925623367658 2.45647813044599 166.134905310725 80.0558738683915
C145 91.9967915993314 59.999999590249 1.34637270096174 4.96738384341166 22.2870557552114 0.946276476052889 167.674091937213 87.3410128022303 90.1268120832525 59.1787046312844 1.43220304181467 4.80581656976956 22.0586929954536 1.29026494186123 165.228930862786 83.7075768417006
C146 92.9259988356567 59.999999590249 1.003666132652 4.56257186706366 22.2810983853828 0.811461920253367 172.082730214489 86.4502968236996 90.7797632895486 59.1787046312844 1.16155146644415 4.54607571229467 22.0586927379284 1.17593687764276 168.918743804527 83.2906221033755
C148 93.6677028262358 60.000001502432 0.987312834675561 3.98336362530685 22.4533200176439 2.15338155903381 151.898568784823 72.8329872306758 92.0469190448555 59.550119207262 1.15257719960392 4.22841558602517 22.2067219872975 2.27501757921116 152.518793251323 72.5645976106001
C150 94.1088260794528 60.000001502432 0.989018517134728 4.34103257289311 23.1194864223598 2.82885244346359 136.923424622982 72.1677666556204 92.1423356150844 59.550119207262 1.1389106851846 4.44685618571248 22.7988375117649 2.8168776834502 139.044829225875 71.2706229509013
C151 56.9967915993314 57.6097578569768 1.34637270096174 4.550717176745 20.1203890885447 1.94627647605289 142.674091937213 57.3410128022303 59.6202886042494 58.5137086533606 1.43220304181467 4.55993674137442 20.1343172795481 2.10270726028828 143.779393962783 58.5424496522116
C152 76.1929084243356 59.9999986146419 0.998545478558834 4.86286340315692 21.7834724296698 0.781451399233224 129.503979446611 61.2462721040982 76.6698564583952 59.5501193759431 1.16427305351242 4.73813523557965 21.6146062257375 1.13349587592426 132.575132371912 62.0520484832651
C153 82.2063815835956 59.999999590249 1.32863486935992 5.14899150664728 21.5206044119859 2.961389398012 157.628155018239 85.1990348522046 81.810932990604 59.1787046312844 1.41607686568391 4.90712555686664 21.3925625903084 2.91884840954613 156.902059187024 82.682337475944
C157 91.6340316775526 59.999999590249 1.000251161018 4.22053235074317 21.6163055010523 2.456922283663 174.52883528477 98.0810515290427 89.8394973767683 59.1787046312844 1.15060653909309 4.36646424711862 21.4665772440874 2.48779829859035 170.580056906472 92.2144828104275
C158 90.4848755824397 59.999999590249 1.00196045019283 4.70490291947741 23.2815986473336 1.96932436915692 139.55787437633 77.115517398755 88.9411168062338 59.1787046312844 1.17521798086347 4.62269090668153 22.946866225696 2.12355435718664 141.638587719969 76.1962210332446
C163 72.9172648972495 59.999999590249 1.02889658953658 4.19396322011712 22.9373358313059 1.16315822278329 153.43054741083 78.7814432216119 73.6272163217998 59.1787046312844 1.18309632610364 4.32896463775691 22.6508081082185 1.4664196491836 152.781542582667 76.3971709806991
C165 94.2859082856775 59.999999590249 2.81277764745174 4.25574546327515 16.7036576692248 4.41117431794826 139.371699544622 71.258604432823 92.209224056256 59.1787046312844 2.60948302848393 4.40045817529872 17.099724946956 4.09676423293551 141.465049497139 71.1188979448288
C166 92.6677028262358 59.999999590249 2.32064616800889 4.48336362530685 20.3699866843106 3.98671489236714 158.898568784823 62.8329872306758 91.1753040883126 59.1787046312844 2.23177656770562 4.52347138009934 20.3563607220038 3.76449516299408 158.524663583324 64.1762218807704
C168 76.4820251106816 59.999999590249 2.1316170917155 4.23455835635374 20.4500743436832 4.24634924112859 161.201587054021 75.1638637346909 77.0090385183128 59.1787046312844 2.07175319815625 4.38195280678784 20.4303751584392 3.93999516699853 160.290139566272 74.6284967758823
C171 89.2887587574355 59.999999590249 2.0164543392624 4.39275669306548 20.9518486395419 1.30081611264326 155.227986866932 78.2102580968871 87.580618169861 59.1787046312844 1.98274765321659 4.4444924124763 20.8744616746126 1.60328815776774 154.987803000841 76.8808100671059
C172 86.4715860012316 59.999999590249 1.6684733904118 4.58788406556159 21.5402366765188 1.31820663585348 155.068681275424 66.4277279288079 85.4567306692251 59.1787046312844 1.6903070299316 4.59115271428925 21.3925630966139 1.61934432672108 155.143240082193 66.9579048470892
C173 78.9172648972495 58.9999986146419 3.02889658953658 4.02729655345045 18.2706691646392 4.66315822278329 160.93054741083 78.7814432216119 78.8569060610575 59.0978892557593 2.8018953782562 4.23061270639885 18.5059988739605 4.30996776367828 159.216403652668 76.3971709806991
C174 65.1088260794528 59.999999590249 1.32235185046806 4.75769923955977 23.3694864223598 1.49551911013026 144.423424622982 61.7338047198081 66.865501875339 59.1787046312844 1.40871052721002 4.69273601410762 23.0208808636002 1.7336212588808 145.479690295876 63.7093382608147
C175 74.0394795081024 59.999999590249 2.00338899106858 4.326229713861 20.5390842203926 2.05331600284938 137.458123410966 50.9717838856403 74.9345421299069 59.1787046312844 1.99329041512301 4.41312190052859 20.5043897418196 2.12498949082978 139.824044391586 54.1872598491275
C176 74.7109074941181 59.999999590249 2.62917776891237 4.78842488743587 16.7935182758607 3.180262419533 149.841204810152 76.6682301581384 75.4191328211829 59.1787046312844 2.45380584019755 4.695780782139 17.1737395559129 3.13792480159783 150.088833468548 75.3109950365907
C183 79.6340316775526 59.999999590249 2.16691782768467 3.97053235074317 18.282972167719 2.79025561699633 174.52883528477 85.5810515290428 79.3801178982529 59.1787046312844 2.09490598618209 4.21893635008153 18.5059992196174 2.7586124047327 170.580056906472 81.7290131481404
C184 86.4806027613194 59.999999590249 1.83842800686108 4.35056532811392 18.7885839584419 3.72878688727916 157.482979249125 72.8065633105849 85.4893381786512 59.1787046312844 1.84472397969098 4.43485863749978 18.9500861985463 3.47929191349588 156.379432026143 71.7671305815455
C186 57.4806027613194 59.999999590249 2.67176134019442 4.18389866144726 18.5385839584418 3.72878688727916 154.982979249125 72.8065633105849 60.2125044389057 59.1787046312844 2.51922358475454 4.33650670614173 18.728042846711 3.47929191349588 154.234478336142 71.7671305815455
C189 57.6677028262358 59.999999590249 1.98731283467556 4.56669695864018 15.7866533509772 4.32004822570048 129.398568784823 57.8329872306758 60.6687806093094 59.1787046312844 1.9619767256802 4.57264734577837 16.2855659383575 4.03530926913643 133.21421004132 59.9820340158556
C190 73.2859082856775 59.999999590249 1.97944431411841 3.92241212994182 17.7869910025581 1.24450765128159 139.371699544622 58.758604432823 73.9053099688541 59.1787046312844 1.93498342342037 4.20375431258261 18.0619128049088 1.52403022458318 141.465049497139 60.6334282825417
C191 60.2063815835956 59.999999590249 1.32863486935992 4.81565817331394 21.1872710786526 1.12805606467866 145.128155018239 65.1990348522046 62.6354039466591 59.1787046312844 1.41607686568391 4.71042169415052 21.0965047878614 1.42937082576321 146.177290737023 65.9055860162847
C192 60.9231483638987 59.999999590249 2.466656107508 4.50889397060667 17.1995740817324 4.42182012555838 143.726442892179 59.4986431596355 63.1586157838546 59.1787046312844 2.32788652576235 4.55121744079612 17.5438115041543 4.07563411202405 144.671221850824 60.751958521439
C193 65.1088260794528 59.999999590249 1.6556851838014 4.17436590622644 17.2028197556931 4.16218577679693 154.423424622982 59.6677666556204 66.865501875339 59.1787046312844 1.67851036923545 4.34850425435443 17.5438115183307 3.9001341080196 154.059505055878 60.7851532886142
C195 90.2361130922179 59.999999590249 2.14041041279564 4.75125799861927 17.0403373545532 4.14166559306575 137.446615471941 70.0815150315608 88.8053638006398 59.1787046312844 2.06080193106791 4.66456480922416 17.3957827510821 3.89210184130738 138.724987349138 68.9926337741706
C196 66.1088260794528 59.999999590249 2.1556851838014 4.67436590622644 19.2861530890264 4.66218577679693 139.423424622982 62.1677666556204 67.7371168318819 59.1787046312844 2.08321013227359 4.6435600484286 19.3941727836244 4.30635526723313 141.189782915876 62.8822472210716
C198 82.0826841759847 59.999999590249 0.978587258638725 4.13129097599002 19.3792824786094 3.4135301966819 145.400759436296 69.807026813103 81.8403597328938 59.1787046312844 1.13612031951323 4.29037550849408 19.4681876434695 3.25871081935881 145.973899368812 69.5162208698627
C201 89.5252297785639 59.999999590249 2.44014869261898 4.1229529518161 17.7069392685666 1.60656343496112 134.14422307935 61.4991066621535 88.2729309040145 59.1787046312844 2.29378247064817 4.30838238043236 17.9878984984658 1.82394722181936 136.410642883494 62.695236674671
C202 53.1088260794528 59.999999590249 1.32235185046806 4.25769923955977 19.4528197556931 4.16218577679693 134.423424622982 54.6677666556204 56.4061223968236 59.1787046312844 1.40871052721002 4.39768022003345 19.5422016848479 3.9001341080196 136.899875535875 56.5909654236994
C203 92.7638359810163 60.3048782553264 2.03374010204633 3.9073295308212 18.1096142886954 4.10168949306612 138.884691375185 68.506955003154 91.0674310372564 59.9107563885706 2.01211368771424 4.15147919974293 18.3579702479954 3.81198379480088 140.725871392339 68.5323823465615
C204 71.7638359810163 59.6097569204018 1.02431471031931 4.97435888712632 22.675148577296 4.89176964380465 143.884691375185 68.506955003154 72.7635169498545 59.4181680643448 1.3041906174142 4.71812568121128 22.1758253221953 4.14459072027001 145.015778772339 68.5323823465615
C206 56.7638359810163 59.999999590249 1.86707343537966 4.9073295308212 16.5262809553621 3.93502282639945 131.384691375185 63.506955003154 59.6892926017103 59.1787046312844 1.87721376670153 4.74159078789127 16.9516956863721 3.67657674172971 134.291010322338 64.3381944816467
C207 83.5252297785639 59.8048767236258 1.94743757827981 3.29101617211181 17.3304621572104 1.27783612036308 114.14422307935 51.4991066621535 83.0432411647568 59.5993527084583 1.88921075252457 4.0460827296279 17.9153361991921 1.7282641370609 119.251013363492 54.3068609448414
C208 28.4820251106817 59.999999590249 1.79828375838217 4.48455835635374 17.5334076770165 4.57968257446193 143.701587054021 67.6638637346909 35.1715206042513 59.1787046312844 1.80195335613082 4.52948070382492 17.8398693870279 4.21080927314089 145.27546373627 68.33721497851
C209 24.4715860012317 59.3048796797044 1.1684733904118 3.42121739889493 17.2902366765188 2.48487330252015 105.068681275424 48.9277279288079 31.4166033635624 59.2879495202539 1.28560726689346 3.90268919478286 17.6178261154146 2.5671936982193 112.244166282187 52.2782473198873
C214 72.6677028262358 59.999999590249 1.32064616800889 4.81669695864018 19.1199866843106 3.48671489236715 146.898568784823 67.8329872306758 73.7430049574536 59.1787046312844 1.42237704162934 4.72017524281545 19.2461439628275 3.35827400378056 148.228885871323 68.3704097456853
C215 89.2887587574355 59.999999590249 1.5164543392624 4.97609002639882 20.9518486395419 1.96748277930992 185.227986866932 75.7102580968872 87.580618169861 59.1787046312844 1.57804789017845 4.7887241722295 20.8744616746126 2.14491637005244 180.727247280845 74.7837161346485
C217 72.2063815835956 59.999999590249 1.16196820269325 4.48232483998061 19.1872710786526 3.29472273134533 182.628155018239 92.6990348522046 73.0947834251745 59.1787046312844 1.28117694467119 4.51371783143441 19.3201579731794 3.18966251568848 178.351596087027 88.9736192733163
C218 98.4332059164826 59.999999590249 1.14041041279564 5.08459133195261 23.1236706878866 1.14166559306575 199.946615471941 103.560374466653 94.0989058373454 59.1787046312844 1.25140240499163 4.86126867194028 22.7988376457399 1.45477488602623 192.348829599146 92.5591728832464
C219 89.0394795081024 59.999999590249 1.00338899106858 4.826229713861 21.2890842203926 2.55331600284938 164.958123410966 65.9717838856403 88.0087664780511 59.1787046312844 1.18389088904673 4.70817769460276 21.1705197973253 2.53121065004331 163.41853498159 66.769823443872
C220 89.2063815835956 59.999999590249 1.82863486935992 4.89899150664728 20.4372710786526 0.961389398011997 160.128155018239 82.6990348522046 87.9122376864046 59.1787046312844 1.82077662872205 4.75959765982955 20.4303747323557 1.29396377269203 159.047012877024 80.5852435434866
C222 92.8433626830982 60.3048787236139 1.51788288013815 4.51408348744908 18.7093342126009 4.05147441300238 143.128235901567 57.0665245837725 91.006342624393 59.9107569596809 1.5867207983617 4.52997920039753 18.8760718944067 3.77123614054968 144.593444912456 59.0660367479037
C223 82.4806027613194 59.6097574082012 1.17176134019441 5.01723199478059 23.5385839584418 1.39545355394582 159.982979249125 70.3065633105849 82.0028783524794 59.4181682522163 1.30512429564012 4.82826636293201 23.168909883416 1.58359317049943 158.524385716143 69.670036649088
C224 85.7109074941181 60.000001502432 1.29584443557904 4.6217582207692 19.376851609194 2.34692908619967 147.341204810152 61.6682301581385 85.0068973431553 59.550119207262 1.37460647209585 4.59742885078094 19.4681875248771 2.46088953624196 147.943879778548 62.7284314418462
